# BUSCO version is: 5.8.2 
# The lineage dataset is: diptera_odb12 (Creation date: 2025-04-11, number of genomes: 76, number of BUSCOs: 5067)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
67423at7147	Complete	OZ038372.1	1484736	1483066	-	693.9	426
67442at7147	Complete	OZ038372.1	141029715	141015115	-	1261.9	639
67451at7147	Complete	OZ038371.1	2155095	2148802	-	548.8	282
67469at7147	Complete	OZ038372.1	113875894	113874566	-	587.2	318
67489at7147	Complete	OZ038372.1	35103906	35090220	-	1472.3	796
67498at7147	Complete	OZ038373.1	106629819	106641920	+	359.3	211
67520at7147	Complete	OZ038372.1	156030909	156031570	+	326.5	178
67523at7147	Complete	OZ038372.1	31978442	31967247	-	818.2	449
67559at7147	Complete	OZ038373.1	124194376	124193384	-	494.7	368
67592at7147	Complete	OZ038372.1	5154123	5149023	-	668.6	421
67622at7147	Complete	OZ038375.1	104827787	104831262	+	1568.9	860
67636at7147	Complete	OZ038375.1	108769322	108772170	+	1103.4	667
67639at7147	Complete	OZ038372.1	68104521	68043570	-	405.7	288
67641at7147	Complete	OZ038374.1	139702209	139721261	+	666.5	346
67644at7147	Complete	OZ038374.1	14277369	14287832	+	1725.6	1032
67659at7147	Complete	OZ038374.1	28508877	28504967	-	397.6	286
67705at7147	Complete	OZ038372.1	50276974	50277460	+	169.3	96
67706at7147	Complete	OZ038375.1	188956	189324	+	174.7	99
67770at7147	Complete	OZ038375.1	97482293	97480712	-	784.4	475
67773at7147	Complete	OZ038375.1	110884085	110889714	+	985.6	676
67779at7147	Complete	OZ038371.1	772059	771605	-	181.9	127
67785at7147	Complete	OZ038373.1	122496597	122326247	-	922.9	605
67830at7147	Complete	OZ038372.1	150504220	150505695	+	672.3	351
67845at7147	Complete	OZ038374.1	15768189	15769842	+	625.1	343
67858at7147	Complete	OZ038373.1	27572641	27556662	-	456.9	280
67866at7147	Complete	OZ038371.1	208438726	208450410	+	407.2	238
67875at7147	Complete	OZ038373.1	72647164	72668337	+	705.3	418
67899at7147	Complete	OZ038373.1	79576450	79608410	+	1023.8	564
67901at7147	Complete	OZ038374.1	95973339	95979629	+	428.6	217
67909at7147	Complete	OZ038372.1	18127791	18126642	-	442.8	322
67940at7147	Complete	OZ038375.1	20894012	20909298	+	268.9	164
67941at7147	Complete	OZ038375.1	10970860	10946124	-	1818.1	921
67949at7147	Complete	OZ038371.1	231909768	231978032	+	717.5	339
67989at7147	Complete	OZ038371.1	116585569	116605124	+	890.2	436
68004at7147	Complete	OZ038371.1	209399878	209423538	+	387.2	245
68008at7147	Complete	OZ038373.1	98745345	98746175	+	279.5	216
68020at7147	Complete	OZ038372.1	2626548	2573723	-	710.5	364
68038at7147	Complete	OZ038375.1	116935083	116928931	-	1180.8	625
68052at7147	Complete	OZ038371.1	24576818	24577616	+	287.5	211
68061at7147	Complete	OZ038373.1	150470450	150465890	-	309.0	166
68075at7147	Complete	OZ038374.1	6887806	6892337	+	1074.5	585
68082at7147	Complete	OZ038374.1	1854492	1857494	+	1546.5	799
68192at7147	Missing
68207at7147	Complete	OZ038372.1	4929474	4927295	-	372.9	269
68209at7147	Complete	OZ038372.1	4353623	4360202	+	3445.1	2069
68211at7147	Complete	OZ038372.1	148791343	148791829	+	204.5	122
68224at7147	Complete	OZ038374.1	7579942	7586018	+	478.1	344
68227at7147	Complete	OZ038371.1	50919216	50914066	-	666.5	369
68228at7147	Complete	OZ038372.1	35163289	35173656	+	1033.4	711
68238at7147	Complete	OZ038373.1	130895193	130877249	-	853.7	694
68266at7147	Complete	OZ038372.1	5083781	5096562	+	594.0	384
68267at7147	Complete	OZ038371.1	23689469	23688835	-	310.0	187
68270at7147	Complete	OZ038373.1	133494480	133481814	-	1221.0	740
68278at7147	Complete	OZ038373.1	28491496	28461637	-	219.4	126
68288at7147	Complete	OZ038374.1	2368233	2359384	-	147.3	78
68292at7147	Complete	OZ038374.1	13992878	13971329	-	749.2	399
68362at7147	Complete	OZ038371.1	18828580	18837177	+	626.5	402
68373at7147	Complete	OZ038374.1	10218962	10216540	-	737.7	615
68398at7147	Complete	OZ038375.1	37710147	37708304	-	851.4	551
68399at7147	Complete	OZ038374.1	16018523	16028917	+	927.7	558
68417at7147	Complete	OZ038374.1	80285328	80190237	-	2821.8	1518
68421at7147	Complete	OZ038372.1	10190435	10192184	+	792.1	416
68422at7147	Complete	OZ038372.1	1346991	1341676	-	1066.0	500
68458at7147	Complete	OZ038374.1	37769146	37768486	-	248.9	172
68459at7147	Complete	OZ038375.1	104827168	104824094	-	1548.1	846
68482at7147	Complete	OZ038374.1	85986100	85950051	-	1018.5	676
68528at7147	Complete	OZ038371.1	2374088	2377897	+	1097.9	709
68535at7147	Complete	OZ038371.1	203470082	203469074	-	406.7	263
68567at7147	Fragmented	OZ038371.1	218375898	218382373	+	395.4	236
68571at7147	Complete	OZ038372.1	149834291	149833836	-	247.3	148
68595at7147	Complete	OZ038371.1	55164119	55172345	+	156.7	129
68596at7147	Complete	OZ038372.1	6254737	6252572	-	1032.5	592
68613at7147	Fragmented	OZ038374.1	130950006	130944704	-	864.2	441
68623at7147	Complete	OZ038375.1	45198299	45197295	-	620.9	320
68624at7147	Complete	OZ038373.1	85220184	85221454	+	583.2	280
68649at7147	Complete	OZ038374.1	108735958	108708194	-	1800.9	931
68670at7147	Complete	OZ038374.1	129918003	129912722	-	1149.1	645
68696at7147	Complete	OZ038371.1	231511079	231625507	+	1766.9	1022
68714at7147	Complete	OZ038371.1	40734028	40697608	-	1337.0	769
68717at7147	Complete	OZ038373.1	130519214	130508508	-	485.9	245
68729at7147	Complete	OZ038371.1	223952160	223965759	+	826.5	683
68758at7147	Complete	OZ038375.1	28062976	28062074	-	267.2	188
68762at7147	Complete	OZ038374.1	7724586	7716419	-	603.4	354
68784at7147	Complete	OZ038372.1	45245709	45247005	+	528.4	319
68803at7147	Complete	OZ038372.1	156004584	156005160	+	297.4	173
68850at7147	Complete	OZ038375.1	24478796	24480455	+	631.4	428
68865at7147	Complete	OZ038372.1	153979284	153984566	+	150.4	93
68886at7147	Complete	OZ038373.1	131035699	131032484	-	1690.2	855
68897at7147	Complete	OZ038371.1	195219210	195114361	-	321.7	227
68930at7147	Fragmented	OZ038371.1	216886186	216886896	+	296.6	202
68959at7147	Fragmented	OZ038375.1	103050197	103056126	+	391.8	253
68972at7147	Complete	OZ038373.1	1051428	1052234	+	392.5	243
68995at7147	Complete	OZ038371.1	204173865	204174872	+	488.1	297
69002at7147	Complete	OZ038374.1	145357992	145394660	+	982.9	653
69007at7147	Complete	OZ038373.1	103683174	103645907	-	666.5	346
69010at7147	Complete	OZ038374.1	8375634	8373597	-	590.2	507
69011at7147	Complete	OZ038372.1	145276164	145310454	+	2947.8	1603
69017at7147	Fragmented	OZ038374.1	82023483	82053731	+	589.4	358
69019at7147	Complete	OZ038374.1	20993836	20992787	-	358.4	290
69053at7147	Complete	OZ038373.1	79119250	79117966	-	397.0	312
69060at7147	Fragmented	OZ038372.1	29826516	29821139	-	516.6	454
69070at7147	Complete	OZ038371.1	121461808	121545831	+	466.5	266
69073at7147	Complete	OZ038374.1	104452537	104451143	-	624.2	432
69074at7147	Complete	OZ038374.1	36928447	36907807	-	1810.3	939
69075at7147	Complete	OZ038372.1	152096856	152095925	-	242.3	184
69079at7147	Complete	OZ038374.1	18518404	18509307	-	557.0	346
69085at7147	Complete	OZ038374.1	38936455	38999628	+	914.1	618
69092at7147	Complete	OZ038374.1	75182066	75193002	+	1472.2	778
69110at7147	Complete	OZ038375.1	105626006	105621701	-	540.8	289
69132at7147	Complete	OZ038373.1	137009294	137012949	+	1019.2	597
69149at7147	Complete	OZ038373.1	8488131	8447384	-	1408.9	793
69164at7147	Complete	OZ038375.1	20930615	20917600	-	1151.1	667
69166at7147	Complete	OZ038373.1	63749043	63745708	-	461.8	285
69182at7147	Complete	OZ038371.1	76551915	76550843	-	552.8	308
69184at7147	Complete	OZ038372.1	41993478	41988126	-	1042.8	615
69191at7147	Complete	OZ038373.1	89296978	89282006	-	631.5	372
69198at7147	Complete	OZ038371.1	156658084	156575065	-	1075.6	637
69219at7147	Complete	OZ038374.1	96070501	96069623	-	299.7	225
69243at7147	Complete	OZ038375.1	44059803	43983704	-	1807.0	1006
69246at7147	Complete	OZ038371.1	157747272	157732630	-	358.0	246
69261at7147	Complete	OZ038374.1	26463653	26453634	-	234.4	139
69265at7147	Duplicated	OZ038373.1	5130842	5132093	+	288.8	147
69265at7147	Duplicated	OZ038372.1	119263599	119264045	+	276.8	147
69310at7147	Complete	OZ038371.1	22928580	22928005	-	287.2	172
69313at7147	Complete	OZ038374.1	4364578	4365472	+	473.1	229
69326at7147	Complete	OZ038373.1	122189257	122190742	+	680.2	363
69357at7147	Complete	OZ038376.1	22879750	22875738	-	1561.5	1112
69362at7147	Complete	OZ038375.1	52599154	52599750	+	184.7	100
69376at7147	Complete	OZ038375.1	111261210	111255044	-	984.2	546
69379at7147	Complete	OZ038374.1	8200904	8200190	-	285.0	202
69384at7147	Complete	OZ038373.1	148184989	148171295	-	1425.6	737
69398at7147	Complete	OZ038371.1	114190240	114015792	-	186.1	110
69404at7147	Complete	OZ038374.1	139145756	139137238	-	393.9	233
69478at7147	Complete	OZ038371.1	218402251	218388181	-	1492.3	779
69480at7147	Complete	OZ038373.1	4763653	4766106	+	379.9	253
69502at7147	Complete	OZ038373.1	90044765	90043884	-	397.5	213
69547at7147	Complete	OZ038372.1	27876491	27907154	+	1131.3	598
69554at7147	Complete	OZ038372.1	41975335	41982234	+	612.3	350
69556at7147	Complete	OZ038371.1	12776892	12782085	+	616.9	646
69557at7147	Complete	OZ038374.1	68932517	68926861	-	659.4	445
69560at7147	Complete	OZ038373.1	139582679	139583316	+	229.6	176
69582at7147	Complete	OZ038372.1	67582253	67358167	-	508.3	324
69590at7147	Complete	OZ038372.1	161775209	161776962	+	939.6	416
69591at7147	Complete	OZ038374.1	26075877	26128058	+	633.4	379
69602at7147	Complete	OZ038375.1	34527456	34524664	-	935.2	636
69608at7147	Complete	OZ038372.1	33597579	33606961	+	650.3	392
69617at7147	Complete	OZ038375.1	115228936	115218079	-	1032.8	623
69661at7147	Complete	OZ038375.1	91086474	91085716	-	312.4	167
69668at7147	Complete	OZ038371.1	40659253	40638286	-	657.0	399
69674at7147	Complete	OZ038373.1	123981275	123978862	-	1546.2	736
69699at7147	Complete	OZ038374.1	146092299	146078017	-	464.2	400
69706at7147	Complete	OZ038371.1	5267305	5268035	+	250.4	177
69709at7147	Complete	OZ038374.1	32026014	32014745	-	125.3	100
69712at7147	Complete	OZ038372.1	159187094	159189168	+	924.6	533
69744at7147	Complete	OZ038371.1	169158752	169157961	-	254.0	209
69759at7147	Complete	OZ038372.1	95771421	95723746	-	586.0	346
69769at7147	Complete	OZ038372.1	20156614	20161354	+	443.8	245
69823at7147	Complete	OZ038371.1	116476723	116469489	-	574.4	591
69898at7147	Complete	OZ038372.1	159884374	159883934	-	173.5	112
69924at7147	Complete	OZ038374.1	125423383	125457858	+	590.0	294
69925at7147	Complete	OZ038371.1	217546807	217539571	-	521.4	366
69929at7147	Complete	OZ038374.1	92828340	92817755	-	692.1	378
69950at7147	Complete	OZ038373.1	85131561	85130622	-	436.2	283
69951at7147	Complete	OZ038372.1	44913310	44929818	+	970.0	592
69972at7147	Complete	OZ038372.1	152559324	152560507	+	159.6	138
70013at7147	Complete	OZ038372.1	10913508	10912878	-	252.7	166
70035at7147	Complete	OZ038373.1	1374456	1376443	+	1116.2	602
70036at7147	Complete	OZ038371.1	201448322	201474060	+	3093.5	1849
70044at7147	Complete	OZ038374.1	2736189	2735821	-	168.2	106
70045at7147	Complete	OZ038375.1	103104752	103102256	-	1152.3	594
70080at7147	Complete	OZ038374.1	17554990	17550055	-	1829.0	981
70106at7147	Complete	OZ038374.1	36714558	36725594	+	464.8	314
70107at7147	Complete	OZ038373.1	88767309	88780568	+	1822.5	1067
70108at7147	Complete	OZ038372.1	146133368	146125136	-	731.0	479
70109at7147	Complete	OZ038373.1	90000343	90007813	+	1954.6	940
70110at7147	Complete	OZ038375.1	12261436	12250566	-	850.4	503
70113at7147	Complete	OZ038372.1	44790622	44799030	+	381.2	269
70115at7147	Complete	OZ038371.1	226079126	226066124	-	910.9	607
70165at7147	Complete	OZ038375.1	113201717	113249691	+	1247.5	724
70188at7147	Complete	OZ038373.1	141280920	141269100	-	805.9	541
70218at7147	Complete	OZ038374.1	21446130	21450685	+	682.8	446
70225at7147	Complete	OZ038374.1	28105585	28106519	+	413.6	297
70240at7147	Complete	OZ038375.1	12877867	12879237	+	278.9	333
70258at7147	Complete	OZ038373.1	7522342	7523857	+	404.0	267
70276at7147	Complete	OZ038371.1	157787745	157784935	-	1371.3	732
70302at7147	Complete	OZ038371.1	192220	189858	-	827.6	581
70340at7147	Complete	OZ038374.1	4339400	4340397	+	481.7	266
70347at7147	Complete	OZ038373.1	105304109	105316873	+	1056.4	743
70366at7147	Complete	OZ038374.1	69988928	69935683	-	443.4	387
70383at7147	Complete	OZ038374.1	103130678	103144047	+	996.1	454
70395at7147	Complete	OZ038373.1	94775730	94797445	+	1372.9	784
70418at7147	Complete	OZ038373.1	1494660	1483406	-	3275.7	1588
70430at7147	Complete	OZ038372.1	160377660	160375651	-	1046.2	617
70477at7147	Complete	OZ038371.1	12365453	12358048	-	455.4	363
70479at7147	Complete	OZ038375.1	94737165	94750060	+	579.8	343
70490at7147	Complete	OZ038375.1	102119197	102120072	+	497.2	265
70507at7147	Complete	OZ038375.1	111141487	111140255	-	491.6	261
70519at7147	Complete	OZ038371.1	171909330	171923767	+	1135.1	693
70523at7147	Complete	OZ038372.1	151711717	151705767	-	469.5	420
70546at7147	Complete	OZ038374.1	110744820	110637669	-	954.7	463
70552at7147	Complete	OZ038371.1	172815233	172850548	+	652.4	454
70553at7147	Complete	OZ038373.1	14574882	14579339	+	955.9	450
70554at7147	Complete	OZ038375.1	39495685	39557316	+	579.4	322
70587at7147	Complete	OZ038375.1	103446834	103444482	-	852.9	410
70594at7147	Complete	OZ038376.1	24163126	24158310	-	584.6	354
70607at7147	Complete	OZ038372.1	153986714	153999852	+	1629.4	1170
70608at7147	Complete	OZ038374.1	27671182	27627200	-	1151.3	625
70637at7147	Complete	OZ038374.1	31807552	31812925	+	211.5	138
70645at7147	Complete	OZ038372.1	111485458	111503579	+	1562.2	1202
70680at7147	Complete	OZ038371.1	230367089	230366139	-	530.3	320
70721at7147	Complete	OZ038371.1	216258098	216307596	+	720.0	441
70729at7147	Complete	OZ038372.1	1485296	1486569	+	300.1	300
70735at7147	Complete	OZ038376.1	25105198	25115432	+	3627.5	2939
70737at7147	Complete	OZ038371.1	40187645	40202787	+	352.9	286
70744at7147	Complete	OZ038373.1	10897503	10896239	-	603.2	308
70776at7147	Complete	OZ038373.1	148054742	148053804	-	296.7	262
70779at7147	Complete	OZ038374.1	104199964	104198225	-	790.3	492
70827at7147	Complete	OZ038374.1	31742899	31742491	-	168.8	119
70840at7147	Complete	OZ038375.1	10214347	10208528	-	1648.1	1223
70841at7147	Complete	OZ038373.1	150623670	150619546	-	792.2	473
70846at7147	Complete	OZ038373.1	133723496	133723852	+	257.9	119
70853at7147	Complete	OZ038371.1	173164867	173061778	-	745.9	438
70861at7147	Complete	OZ038372.1	51463232	51451024	-	728.4	396
70877at7147	Complete	OZ038375.1	41891393	41885872	-	556.1	322
70882at7147	Complete	OZ038373.1	99522768	99588055	+	709.4	415
70886at7147	Complete	OZ038373.1	18732872	18754347	+	276.7	166
70891at7147	Complete	OZ038375.1	114445993	114492024	+	488.1	288
70912at7147	Complete	OZ038373.1	22528231	22510429	-	1294.9	774
70937at7147	Complete	OZ038373.1	150910424	150902468	-	922.8	593
70941at7147	Complete	OZ038371.1	231648728	231642188	-	232.8	302
70943at7147	Fragmented	OZ038373.1	1360380	1359792	-	101.7	91
70976at7147	Complete	OZ038372.1	24576016	24582944	+	775.5	502
70996at7147	Complete	OZ038372.1	51166641	51267508	+	468.3	241
71013at7147	Complete	OZ038374.1	15999012	16003432	+	1071.2	620
71020at7147	Complete	OZ038371.1	95437897	95484800	+	1104.7	609
71034at7147	Complete	OZ038374.1	126131727	126144093	+	1090.0	717
71048at7147	Complete	OZ038373.1	11375161	11374748	-	141.7	110
71060at7147	Complete	OZ038372.1	91123824	91055883	-	414.4	263
71081at7147	Complete	OZ038373.1	148257450	148237730	-	754.1	403
71088at7147	Complete	OZ038373.1	1395877	1396656	+	405.7	263
71109at7147	Complete	OZ038374.1	93489817	93541703	+	2826.0	1874
71118at7147	Complete	OZ038373.1	6002216	6010034	+	708.0	357
71129at7147	Complete	OZ038374.1	145830511	145829249	-	617.7	388
71146at7147	Complete	OZ038371.1	217698414	217699137	+	287.1	215
71152at7147	Complete	OZ038371.1	45088211	45081905	-	478.9	305
71162at7147	Complete	OZ038375.1	104766444	104778293	+	484.9	388
71177at7147	Complete	OZ038371.1	230039137	230030464	-	1635.7	889
71178at7147	Complete	OZ038374.1	17502131	17485207	-	1322.8	1418
71179at7147	Complete	OZ038372.1	138248642	138248950	+	166.6	101
71183at7147	Complete	OZ038371.1	110904947	110844206	-	448.7	251
71211at7147	Complete	OZ038375.1	19379001	19351308	-	817.9	503
71217at7147	Complete	OZ038373.1	94353236	94352118	-	596.1	328
71223at7147	Complete	OZ038374.1	20313948	20321748	+	988.8	467
71229at7147	Complete	OZ038373.1	136446957	136446415	-	306.0	161
71239at7147	Complete	OZ038371.1	153597467	153597840	+	167.9	105
71282at7147	Complete	OZ038371.1	103427148	103495204	+	1054.8	642
71292at7147	Complete	OZ038371.1	39413952	39415050	+	723.7	344
71309at7147	Complete	OZ038371.1	214269938	214254496	-	393.5	217
71324at7147	Complete	OZ038372.1	104186081	104173883	-	1250.1	756
71326at7147	Duplicated	OZ038371.1	35432123	35451562	+	304.2	164
71326at7147	Duplicated	OZ038371.1	118593392	118592931	-	294.9	153
71353at7147	Complete	OZ038371.1	3083741	3083361	-	211.8	117
71362at7147	Complete	OZ038375.1	105606588	105608618	+	860.1	455
71372at7147	Complete	OZ038374.1	129049240	129091680	+	1084.2	571
71374at7147	Complete	OZ038371.1	1823590	1822781	-	407.2	241
71402at7147	Complete	OZ038373.1	136968008	136969090	+	392.6	252
71443at7147	Complete	OZ038374.1	18181939	18180451	-	883.9	446
71465at7147	Complete	OZ038374.1	4611215	4723015	+	648.1	297
71469at7147	Complete	OZ038371.1	5705179	5696052	-	1726.7	1202
71476at7147	Complete	OZ038375.1	99408956	99394203	-	5791.4	3964
71479at7147	Complete	OZ038372.1	17016370	17015605	-	323.7	212
71485at7147	Complete	OZ038374.1	129397994	129391863	-	727.7	562
71503at7147	Complete	OZ038372.1	11011120	11011518	+	158.2	102
71545at7147	Complete	OZ038375.1	89375777	89375126	-	143.7	114
71549at7147	Complete	OZ038375.1	10859017	10861216	+	940.5	523
71555at7147	Complete	OZ038375.1	115702746	115701811	-	554.2	275
71559at7147	Complete	OZ038374.1	104176433	104157971	-	978.2	505
71571at7147	Complete	OZ038375.1	180843	167585	-	771.5	489
71572at7147	Fragmented	OZ038372.1	90868451	90860215	-	604.3	398
71581at7147	Complete	OZ038372.1	146682129	146680861	-	317.2	280
71583at7147	Complete	OZ038372.1	57882654	57823550	-	316.4	204
71593at7147	Complete	OZ038374.1	99488204	99493198	+	496.8	270
71612at7147	Complete	OZ038374.1	70057188	70058757	+	421.2	367
71635at7147	Complete	OZ038373.1	28953910	28785116	-	1284.5	644
71640at7147	Complete	OZ038372.1	51108693	51106464	-	1108.1	721
71660at7147	Complete	OZ038371.1	137089018	137090028	+	406.7	280
71675at7147	Complete	OZ038373.1	930588	909681	-	586.9	294
71696at7147	Complete	OZ038373.1	125894837	125888727	-	610.4	462
71780at7147	Complete	OZ038371.1	35457099	35451886	-	270.3	164
71816at7147	Complete	OZ038372.1	148523561	148531285	+	769.0	542
71839at7147	Complete	OZ038372.1	113938840	113968418	+	2398.9	1406
71846at7147	Complete	OZ038375.1	101356268	101336493	-	1765.3	1145
71851at7147	Complete	OZ038371.1	204380598	204381077	+	260.0	145
71960at7147	Fragmented	OZ038374.1	13258774	13258112	-	372.7	179
71970at7147	Complete	OZ038373.1	200572	198272	-	805.2	495
71992at7147	Complete	OZ038373.1	127918848	127854692	-	895.2	488
72000at7147	Fragmented	OZ038371.1	6139537	6200739	+	318.5	405
72026at7147	Complete	OZ038371.1	12445591	12443779	-	795.2	512
72034at7147	Complete	OZ038373.1	109560828	109578739	+	545.5	377
72039at7147	Complete	OZ038372.1	129188832	129392351	+	589.1	344
72055at7147	Complete	OZ038374.1	129817313	129791697	-	823.4	644
72059at7147	Complete	OZ038373.1	145639864	145646822	+	272.1	138
72074at7147	Complete	OZ038371.1	131225834	131204471	-	1899.3	1161
72076at7147	Complete	OZ038371.1	25119031	25117973	-	538.4	363
72078at7147	Complete	OZ038375.1	4051005	4047096	-	1106.4	685
72083at7147	Complete	OZ038372.1	19599562	19599203	-	176.3	107
72148at7147	Complete	OZ038371.1	223969518	223967446	-	591.0	632
72159at7147	Complete	OZ038371.1	213902572	213904049	+	419.0	308
72170at7147	Complete	OZ038375.1	19405608	19406750	+	397.6	301
72226at7147	Complete	OZ038373.1	87299435	87254472	-	936.9	516
72228at7147	Complete	OZ038373.1	154964979	154946989	-	392.0	349
72235at7147	Complete	OZ038373.1	82137011	82136500	-	207.2	137
72241at7147	Fragmented	OZ038373.1	154235213	154235835	+	349.6	165
